,NAME,Height,Weight,REACH,Stance,DOB,SLPM,STRA,SAPM,STRD,TD,TDA,TDD,SUBA
0,Daniel Cormier,"5' 11""",235 lbs.,"72""",Orthodox,"Mar 20, 1979",3.88,49%,2.52,57%,1.85,42%,78%,0.5
0,Antonio Carlos Junior,"6' 2""",185 lbs.,"79""",Orthodox,"Mar 16, 1990",2.11,46%,1.85,54%,3.75,46%,57%,1.1
0,Issac DeJesus,--,145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Ryan Diaz,--,145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,John Doyle,"5' 11""",205 lbs.,--,Orthodox,"Nov 21, 1976",3.5,44%,10.51,27%,0,0%,0%,0
0,Carina Damm,"5' 4""",135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Chris de la Rocha,"6' 3""",250 lbs.,"80""",Orthodox,"May 15, 1979",4.28,42%,5.51,46%,2.41,27%,100%,1.6
0,Alexandre Dantas,"6' 2""",238 lbs.,--,Orthodox,"Mar 01, 1979",0.21,25%,1.87,60%,0,0%,0%,3.1
0,Eldo Xavier Dias,"5' 11""",180 lbs.,--,,"Jul 16, 1964",0,0%,0,0%,0,0%,0%,0
0,Nick Diaz,"6' 1""",185 lbs.,"76""",Southpaw,"Aug 02, 1983",5.43,42%,3.56,61%,1.32,33%,60%,1
0,Beneil Dariush,"5' 10""",155 lbs.,"72""",Southpaw,"May 06, 1989",4.04,47%,2.91,61%,1.15,25%,78%,0.6
0,Mike Dolce,"5' 11""",185 lbs.,--,,"Apr 15, 1976",0,0%,0,0%,0,0%,0%,0
0,Dennis Dombrow,--,145 lbs.,--,,"Mar 17, 1986",0,0%,0,0%,0,0%,0%,0
0,Mac Danzig,"5' 8""",155 lbs.,"70""",Orthodox,"Jan 02, 1980",3.39,48%,3.44,57%,1.2,37%,46%,0.6
0,Talita Bernardo,"5' 4""",135 lbs.,"68""",Orthodox,"Mar 04, 1987",2.27,38%,4.25,57%,2.01,22%,50%,0.5
0,Robert Drysdale,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 05, 1981",0,0%,0,0%,7.32,100%,0%,21.9
0,Crezio de Souza,--,170 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Edwin DeWees,"6' 1""",185 lbs.,--,Orthodox,"Aug 07, 1982",1.53,33%,6.19,39%,2.18,66%,0%,3.3
0,Tyler Diamond,"5' 7""",145 lbs.,"69""",Orthodox,"Mar 18, 1991",3.4,47%,2.53,44%,3,75%,70%,0
0,Martin Day,"5' 10""",125 lbs.,"71""",Orthodox,"Nov 10, 1988",4.53,43%,2.73,59%,1,50%,66%,0
0,Matt Dwyer,"6' 4""",170 lbs.,"76""",Orthodox,"Dec 17, 1989",2.57,34%,3.24,54%,0.44,10%,60%,0
0,Mark Dickman,"5' 9""",145 lbs.,--,,"Jul 19, 1984",0,0%,0,0%,0,0%,0%,0
0,Nicolas Dalby,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 16, 1984",3.27,38%,3.33,55%,2,50%,69%,0
0,Phil Davis,"6' 2""",205 lbs.,"79""",Orthodox,"Sep 25, 1984",2.85,34%,1.33,72%,2.99,38%,72%,0.6
0,Jon Delos Reyes,"5' 6""",125 lbs.,"67""",Orthodox,"Aug 19, 1987",2.99,38%,4.14,51%,3.2,83%,55%,1.9
0,Anthony Do,"5' 4""",125 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Lemont Davis,"5' 8""",170 lbs.,--,Orthodox,--,0.87,54%,1.27,55%,1,50%,0%,1
0,Israel Delgado,"5' 10""",155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Junior Dos Santos,"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984",4.83,48%,3.17,58%,0.36,55%,80%,0.1
0,John Dixson,"6' 0""",275 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Justin Davis,"5' 11""",205 lbs.,--,,"Apr 01, 1983",0,0%,0,0%,0,0%,0%,0
0,Chris Drumm,"5' 8""",145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Evan Dunham,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 18, 1981",5.46,39%,3.56,61%,1.84,32%,80%,1
0,Tom Duquesnoy,"5' 7""",135 lbs.,"68""",Orthodox,"Jun 21, 1993",3.83,45%,5.3,62%,0.42,25%,46%,0
0,Marko Damiani,"6' 0""",170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Marques Daniels,--,155 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Nick Denis,"5' 7""",135 lbs.,--,Orthodox,"Oct 11, 1983",6.54,53%,5.42,36%,2.8,100%,80%,0
0,Hacran Dias,"5' 8""",155 lbs.,"69""",Orthodox,"Jun 16, 1984",2.08,41%,3.31,55%,2.5,39%,76%,0.5
0,Edson Drago,"6' 4""",220 lbs.,--,Orthodox,"Aug 29, 1977",1.16,40%,2.39,36%,0,0%,55%,0
0,Hugo Duarte,"6' 0""",240 lbs.,--,Orthodox,"Aug 09, 1968",0,0%,0,0%,0,0%,0%,0
0,Montana De La Rosa,"5' 7""",125 lbs.,"68""",,"Feb 14, 1995",3.79,37%,3.06,55%,0,0%,0%,1.8
0,Aisling Daly,"5' 2""",115 lbs.,"64""",,"Dec 24, 1987",2.92,52%,1.4,55%,2.15,41%,33%,0.9
0,Joe Doerksen,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 09, 1977",1.43,42%,2.79,50%,2.02,33%,33%,2.3
0,Rick Davis,"5' 9""",155 lbs.,--,Orthodox,--,3.09,50%,6.19,64%,0,0%,0%,0
0,Cory Devela,"5' 0""",185 lbs.,--,Orthodox,--,4.07,41%,4,47%,1.07,12%,62%,0
0,John Donaldson,"5' 8""",145 lbs.,--,,"Jul 09, 1992",1.21,23%,4.22,51%,0,0%,0%,0
0,Cody Donovan,"6' 3""",205 lbs.,"74""",Orthodox,"Feb 20, 1981",5.61,59%,5.44,45%,1.67,28%,0%,1.7
0,Todd Duffee,"6' 3""",260 lbs.,"79""",Orthodox,"Dec 06, 1985",5.58,35%,2.61,60%,0,0%,90%,0
0,Derek Downey,"6' 1""",185 lbs.,--,Orthodox,"Apr 27, 1980",0.32,100%,3.36,12%,2.4,16%,0%,0
0,Claudio Silva,"5' 11""",170 lbs.,"71""",Southpaw,"Sep 06, 1982",2.55,45%,2.32,45%,3.04,25%,50%,0.9
0,Jason DeLucia,"5' 11""",190 lbs.,--,Southpaw,"Jul 24, 1969",0,0%,0,0%,0,0%,0%,0
0,Mackenzie Dern,"5' 4""",115 lbs.,"63""",Orthodox,"Mar 24, 1993",4.87,48%,3.32,65%,0.86,16%,0%,1.7
0,Tiago Trator,"5' 9""",145 lbs.,"70""",Orthodox,"Apr 12, 1987",3.69,35%,4.23,59%,0.63,11%,33%,0.3
0,Brian Davidson,"5' 6""",145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Jussier Formiga,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 14, 1985",1.35,37%,2.19,65%,1.84,37%,85%,0.7
0,David Dodd,"6' 2""",200 lbs.,--,Orthodox,"Sep 22, 1973",0,0%,0,0%,0,0%,0%,0
0,Marcus Davis,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 24, 1973",2.72,39%,2.79,65%,1.6,48%,47%,1.4
0,Tomasz Drwal,"6' 1""",205 lbs.,"76""",Orthodox,"Jan 22, 1982",3.29,38%,2.26,57%,3.55,60%,82%,0.4
0,Reuben Duran,"5' 7""",135 lbs.,"69""",Orthodox,"Jul 02, 1983",3.19,49%,2.61,50%,0.98,23%,25%,0.7
0,Danny Downes,"6' 0""",155 lbs.,"72""",Orthodox,"Apr 08, 1986",1.66,34%,3.53,37%,0,0%,37%,0.5
0,Cindy Dandois,"5' 7""",135 lbs.,"68""",Orthodox,"Oct 26, 1984",3.13,32%,3.4,58%,5,55%,0%,0
0,Michael Diaz,--,260 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Rodolfo Marques Diniz,"5' 6""",135 lbs.,--,,"Jan 23, 1984",1.08,32%,2.36,33%,0,0%,50%,1.8
0,Jessamyn Duke,"5' 11""",135 lbs.,"73""",,"Jun 24, 1986",4.83,53%,4.43,57%,1.27,36%,50%,1.9
0,Kelly Dullanty,"5' 8""",155 lbs.,--,Orthodox,"Nov 04, 1977",0,0%,0.67,75%,0,0%,66%,0
0,OJ Dominguez,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
0,Justin DeMoney,--,170 lbs.,--,,"Jul 01, 1985",0,0%,0,0%,0,0%,0%,0
0,Angel De Anda,"5' 9""",225 lbs.,--,Orthodox,"May 28, 1985",5.68,46%,6.32,47%,0,0%,0%,0
0,LC Davis,"5' 8""",135 lbs.,"69""",Southpaw,"Oct 28, 1980",2.04,30%,2.1,59%,2.27,46%,66%,0.2
0,Mark De La Rosa,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 31, 1994",1.97,56%,2.27,60%,2.19,66%,0%,1.1
0,Tony DeSouza,"6' 0""",170 lbs.,"70""",Southpaw,"Jul 26, 1974",1.12,52%,1.57,41%,2.25,42%,40%,1.5
0,Germaine de Randamie,"5' 9""",135 lbs.,"71""",Orthodox,"Apr 24, 1984",3.2,47%,2.28,66%,0,0%,86%,0.2
0,Brandon Davis,"5' 10""",145 lbs.,"72""",Orthodox,"May 08, 1990",5.25,33%,4.37,66%,0.25,33%,65%,0
0,Raymond Daniels,"6' 2""",185 lbs.,--,Southpaw,--,0,0%,2.61,38%,0,0%,33%,3
0,CB Dollaway,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 10, 1983",2.79,48%,2.43,56%,3.58,54%,78%,1
0,Jason Day,"6' 0""",185 lbs.,"72""",Orthodox,"May 19, 1981",3.61,54%,3.46,47%,1.13,100%,0%,0
0,Jorge de Oliveira,"5' 8""",155 lbs.,"71""",Orthodox,"Jan 22, 1980",1.26,31%,4.84,48%,0,0%,22%,0
0,Richard Dalton,"6' 1""",205 lbs.,--,Orthodox,--,1.2,69%,3.27,25%,1,11%,0%,0
0,Damion Douglas,--,170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Alex Dunworth,"5' 8""",155 lbs.,--,,--,1.94,31%,8.71,35%,0,0%,50%,0
0,Thomas Denny,"5' 10""",170 lbs.,--,Orthodox,"Apr 19, 1971",2.26,33%,5.94,43%,0.97,50%,44%,0
0,Joe Duffy,"5' 10""",155 lbs.,"73""",Orthodox,"Feb 18, 1988",3.07,34%,3.45,58%,0.66,100%,71%,1
0,Sean Daugherty,"6' 0""",175 lbs.,--,,"Dec 04, 1975",0,0%,0,0%,0,0%,0%,0
0,Merab Dvalishvili,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991",3.6,32%,3.07,55%,8.5,37%,80%,0
0,John Dodson,"5' 3""",135 lbs.,"66""",Orthodox,"Sep 26, 1984",3.43,41%,3.35,64%,0.77,31%,81%,0
0,Mike Davis,"6' 0""",145 lbs.,--,,"Oct 07, 1992",0,0%,0,0%,0,0%,0%,0
0,Adrian Diaz,"5' 10""",145 lbs.,--,Southpaw,"Apr 26, 1988",0.48,42%,3.84,51%,2.4,50%,0%,0
0,Milana Dudieva,"5' 3""",135 lbs.,"61""",Orthodox,"Aug 04, 1989",0.87,31%,3.43,58%,2.34,45%,0%,0
0,Kyle Dietz,"5' 8""",135 lbs.,--,Orthodox,"Apr 29, 1986",1.82,45%,2.08,62%,0,0%,0%,0
0,Rodrigo Damm,"5' 7""",155 lbs.,"71""",Orthodox,"Feb 03, 1980",3.5,36%,5.61,57%,0.44,16%,80%,0.3
0,Rafael Dos Anjos,"5' 8""",170 lbs.,"70""",Southpaw,"Oct 26, 1984",3.71,44%,3.18,64%,2.11,40%,64%,0.7
0,Sheymon Moraes,"5' 8""",145 lbs.,"72""",Orthodox,"Oct 11, 1990",1.24,58%,2.34,51%,0,0%,26%,0
0,Geronimo dos Santos,"6' 3""",264 lbs.,--,Orthodox,"Aug 17, 1980",1.09,33%,8.73,41%,0,0%,33%,0
0,Chris Dempsey,"5' 10""",185 lbs.,"72""",Orthodox,"Sep 08, 1987",2.25,32%,2.82,65%,2.64,23%,16%,0
0,Rodrigo de Lima,"5' 7""",155 lbs.,"75""",Orthodox,"Mar 12, 1991",1.29,33%,5.5,32%,2.66,36%,0%,1.3
0,Mike de la Torre,"5' 11""",145 lbs.,"71""",Orthodox,"Sep 22, 1986",3.21,39%,4.75,51%,0.36,16%,83%,0
0,David Douglas,"5' 11""",155 lbs.,--,,"Aug 16, 1981",0,0%,0,0%,0,0%,0%,0
0,Joe Duarte,--,155 lbs.,--,,"Jan 25, 1977",2.27,38%,4,53%,3,50%,69%,1
0,TJ Dillashaw,"5' 6""",135 lbs.,"67""",Orthodox,"Feb 07, 1986",5.26,40%,2.91,66%,1.73,37%,85%,1
0,Houston Dorr,"6' 1""",210 lbs.,--,Orthodox,--,0,0%,0,0%,0,0%,0%,0
0,Edilberto de Oliveira,"6' 0""",170 lbs.,--,Orthodox,"Nov 22, 1982",4.12,32%,6.79,61%,0,0%,0%,0
0,Luiz Dutra,"5' 11""",170 lbs.,"71""",Orthodox,"May 06, 1982",3.92,50%,4.8,41%,0,0%,100%,0
0,Marc Diakiese,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 16, 1993",2.38,39%,1.93,56%,2.65,36%,57%,0
0,Thomas Diagne,"6' 1""",154 lbs.,--,,"Sep 03, 1983",4.53,48%,4.53,63%,2,100%,66%,0
0,Seth Dikun,"5' 10""",135 lbs.,"69""",Orthodox,"Aug 05, 1980",1.45,26%,2.18,55%,0,0%,45%,0.9
0,Johil de Oliveira,"5' 6""",170 lbs.,--,Orthodox,--,0.51,34%,0.73,58%,1.1,50%,44%,0.6
0,Alexis Davis,"5' 6""",125 lbs.,"68""",Orthodox,"Oct 04, 1984",4.12,46%,4.17,53%,0.78,37%,34%,1.2
0,Rilley Dutro,"5' 8""",125 lbs.,"70""",Orthodox,"Sep 03, 1987",0,0%,0,0%,0,0%,0%,0
0,Roland Delorme,"5' 9""",135 lbs.,"71""",Orthodox,"Dec 18, 1983",2.28,44%,4.32,40%,2.51,34%,42%,1.6
0,Alessio Di Chirico,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 12, 1989",3.36,41%,2.94,63%,2.48,56%,77%,0
0,Ralph Dillon,"6' 2""",205 lbs.,--,Orthodox,--,0.34,14%,0.69,60%,0,0%,0%,0
0,Humberto DeLeon,--,135 lbs.,--,,"Nov 12, 1989",0,0%,0,0%,0,0%,0%,0
0,Cyrille Diabate,"6' 6""",205 lbs.,"81""",Southpaw,"Oct 06, 1973",4.06,71%,1.78,60%,1.17,83%,53%,0.2
0,Helio Dipp,"6' 5""",185 lbs.,--,Orthodox,--,0.6,25%,1.8,62%,0,0%,50%,0
0,Rico DiSciullo,"5' 8""",135 lbs.,"71""",Orthodox,"Oct 12, 1986",1.71,33%,4.41,56%,0,0%,0%,0
0,Dave Dalgliesh,"6' 2""",205 lbs.,--,Orthodox,"Apr 05, 1978",0,0%,1.85,50%,0,0%,0%,0
0,Alexis Dufresne,"5' 9""",135 lbs.,"68""",Orthodox,"Aug 31, 1990",1.33,27%,3.33,60%,1.5,50%,50%,0
0,Antonio Dos Santos,"5' 10""",185 lbs.,"72""",Orthodox,"Jul 21, 1988",5.4,51%,3.94,43%,0,0%,100%,0
0,Bill Duvall,"6' 2""",185 lbs.,--,Southpaw,--,0,0%,2.4,40%,0,0%,0%,0
0,Drew Dober,"5' 8""",170 lbs.,"70""",Southpaw,"Oct 19, 1988",4.53,38%,4.53,54%,0.9,13%,59%,0.2
0,Adin Duenas,"5' 6""",145 lbs.,--,,"Jul 02, 1988",0,0%,0,0%,0,0%,0%,0
0,Paul Daley,"5' 9""",170 lbs.,"76""",Orthodox,"Feb 21, 1983",3.14,47%,2.37,60%,0.91,40%,64%,0
0,Jason Dent,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 12, 1980",2.01,39%,3.7,62%,0,0%,26%,1.4
0,Karen Darabedyan,"5' 7""",155 lbs.,"68""",Orthodox,"Dec 18, 1986",3.43,51%,2.62,67%,2.14,75%,0%,0
0,Danny Davis,"6' 2""",170 lbs.,--,,"Jul 28, 1982",0,0%,0,0%,0,0%,0%,0
0,Nate Diaz,"6' 0""",170 lbs.,"76""",Southpaw,"Apr 16, 1985",4.64,44%,3.69,54%,1.17,30%,45%,1.4
0,Antonio Duarte,"5' 7""",135 lbs.,--,,--,4.55,40%,4.18,57%,0,0%,60%,0
0,Drew Dimanlig,--,185 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,John Devine,--,--,--,,--,1.52,18%,2.28,57%,0,0%,0%,0
0,John Dowdy,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
0,Mike Davis,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
0,Sarah D'alelio,"5' 7""",145 lbs.,--,,"Dec 13, 1980",2.4,33%,0,100%,0,0%,100%,0
0,Rolando Dy,"5' 8""",145 lbs.,"69""",Orthodox,"Aug 11, 1990",3.04,37%,4.47,52%,0.3,20%,68%,0
0,Henrique da Silva,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 01, 1989",4,56%,5.24,42%,0.33,25%,25%,0.3
0,Booker DeRousse,"6' 2""",205 lbs.,--,,"Mar 23, 1981",0,0%,0,0%,0,0%,0%,0
0,Philip De Fries,"6' 5""",250 lbs.,"82""",Orthodox,"Apr 21, 1986",2.3,47%,3,37%,3.29,42%,100%,0.6
0,Eduardo Dantas,"5' 10""",135 lbs.,--,,"Feb 03, 1989",3.33,60%,3,60%,4,23%,100%,0
0,Grant Dawson,"5' 10""",145 lbs.,--,Switch,"Feb 20, 1994",3.84,48%,0.48,57%,2.4,100%,50%,4.8
0,Rolando Delgado,"6' 3""",155 lbs.,"77""",Orthodox,"Nov 22, 1981",1.56,40%,1.83,62%,1.17,22%,0%,3.5
0,Marcos da Matta,"5' 4""",145 lbs.,--,,"Mar 18, 1973",0,0%,0,0%,0,0%,0%,0
0,Josh Diekmann,"5' 4""",246 lbs.,--,,"Oct 09, 1976",0.94,8%,4.69,54%,0,0%,0%,0
0,Cameron Dollar,"5' 11""",155 lbs.,--,Orthodox,"May 12, 1987",5.04,38%,2.94,61%,0,0%,0%,0
0,Tom DeBlass,"6' 0""",185 lbs.,"75""",Orthodox,"May 14, 1982",1.5,35%,4.43,37%,1,50%,28%,0.5
0,Rafael Dias,"5' 9""",145 lbs.,--,Orthodox,"Oct 20, 1979",1.13,27%,2.19,60%,3.17,47%,100%,1.2
0,Shane del Rosario,"6' 4""",250 lbs.,"79""",Southpaw,"Sep 23, 1983",3.93,60%,2.97,54%,1.2,40%,16%,2.4
0,Shana Dobson,"5' 6""",125 lbs.,"69""",,"Mar 30, 1989",4.46,33%,4.06,63%,0.66,25%,0%,0
0,Jarjis Danho,"6' 3""",265 lbs.,"74""",Orthodox,"Oct 15, 1983",3.39,48%,5.77,47%,0.57,20%,100%,0
0,Hakeem Dawodu,"5' 8""",145 lbs.,"73""",Orthodox,"Jul 02, 1991",4.62,100%,3.08,60%,0,0%,0%,0
0,Russell Doane,"5' 7""",135 lbs.,"70""",Orthodox,"Aug 13, 1986",1.75,40%,1.68,53%,2.11,45%,52%,0.8
0,Jordan Dowdy,--,170 lbs.,--,,--,2.11,44%,2.63,50%,0,0%,0%,0
0,Aaron Ely,"5' 8""",135 lbs.,--,,"Mar 18, 1989",0.82,15%,0.66,69%,2.47,100%,50%,4.9
0,Justin Edwards,"5' 10""",155 lbs.,"70""",Orthodox,"Jan 26, 1983",2.68,42%,3.32,51%,2.14,26%,27%,1
0,Josh Epps,--,130 lbs.,--,,"Aug 23, 1986",0,0%,0,0%,0,0%,0%,0
0,Alex Enlund,"5' 10""",145 lbs.,"73""",Orthodox,"May 27, 1987",0,0%,0,0%,0,0%,0%,0
0,Mark Eddiva,"5' 8""",145 lbs.,"68""",Orthodox,"Feb 16, 1986",3.37,45%,2.98,54%,1.45,22%,63%,0
0,Chel Erwin-Davis,"6' 0""",170 lbs.,--,,--,4.06,54%,1.13,61%,4.25,100%,50%,1.4
0,Tonya Evinger,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 04, 1981",1.38,39%,3.15,46%,1.01,40%,28%,1.5
0,Billy Evangelista,"5' 8""",155 lbs.,"68""",Orthodox,"Oct 07, 1980",4.51,40%,3.96,61%,1.6,19%,61%,0.2
0,Aleksander Emelianenko,"6' 6""",255 lbs.,--,Orthodox,"Aug 02, 1981",2.75,41%,1.7,65%,2.32,72%,66%,0.9
0,Nick Ertl,"5' 9""",155 lbs.,--,,--,2.13,69%,2.53,41%,3,50%,0%,0
0,Te Edwards,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 11, 1990",6.43,100%,4.29,33%,0,0%,0%,0
0,Tom Egan,"5' 11""",170 lbs.,--,Orthodox,--,0,0%,3.91,50%,0,0%,28%,0
0,Won Jin Eoh,"5' 7""",160 lbs.,--,Orthodox,--,3.74,44%,3.58,46%,0,0%,50%,0
0,Jessica Eye,"5' 6""",125 lbs.,"66""",Orthodox,"Jul 27, 1986",3.42,36%,3.32,59%,0.59,71%,60%,0.8
0,Evan Esguerra,--,145 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Darren Elkins,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984",3.29,37%,2.69,54%,2.64,35%,60%,1.4
0,Terry Etim,"6' 1""",155 lbs.,"73""",Orthodox,"Jan 11, 1986",2.16,35%,2.53,67%,0.43,30%,39%,1.4
0,Maurice Eazel,"5' 7""",135 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Joe Ellenberger,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 28, 1985",1.62,47%,3.45,48%,3.17,40%,0%,1.1
0,Josh Emmett,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985",3.89,37%,3.64,63%,1.9,52%,50%,0.2
0,Tim Elliott,"5' 7""",135 lbs.,"66""",Southpaw,"Dec 24, 1986",3.41,45%,2.3,62%,4.26,65%,50%,1.4
0,Efrain Escudero,"5' 9""",155 lbs.,"70""",Orthodox,"Jan 15, 1986",2.92,44%,2.3,63%,1.31,40%,66%,0.8
0,Neal Ewing,--,185 lbs.,--,,"Sep 30, 1985",2.27,60%,1.93,48%,5,62%,0%,0
0,Lisa Ellis,"5' 4""",115 lbs.,"62""",,"Nov 15, 1982",1.68,48%,2.32,57%,4.19,63%,50%,0.6
0,Anna Elmose,"5' 3""",115 lbs.,"65""",Orthodox,"Oct 06, 1984",3.68,49%,4.64,56%,0,0%,33%,0
0,Marius Enache,"5' 11""",155 lbs.,--,,"Oct 16, 1975",1.71,34%,0.66,84%,3.94,100%,0%,3.9
0,Yves Edwards,"5' 9""",155 lbs.,"73""",Southpaw,"Sep 30, 1976",2.91,42%,2.34,66%,0.76,53%,69%,0.7
0,Cole Escovedo,"5' 7""",135 lbs.,"72""",Orthodox,"Aug 30, 1981",1.82,45%,4.85,45%,0.55,40%,10%,0
0,Doug Evans,"5' 9""",155 lbs.,--,Orthodox,"Oct 10, 1980",1.79,35%,2.55,55%,3.19,83%,69%,0.6
0,Marvin Eastman,"5' 9""",185 lbs.,"73""",Orthodox,"Jun 08, 1971",2.21,35%,3.92,42%,1.38,33%,81%,0
0,Johnny Eduardo,"5' 7""",135 lbs.,"71""",Orthodox,"Aug 03, 1978",2.89,38%,3.34,63%,0,0%,62%,0.5
0,Jodie Esquibel,"5' 3""",115 lbs.,"64""",Orthodox,"May 07, 1986",4.87,40%,8.5,52%,0,0%,87%,0
0,Scott Ettling,--,135 lbs.,--,,--,0,0%,0.54,83%,8.04,100%,0%,0
0,Vincent Eazelle,"5' 11""",155 lbs.,--,,"Dec 07, 1980",0,0%,0,0%,0,0%,0%,0
0,Sijara Eubanks,"5' 4""",125 lbs.,"67""",,"Apr 27, 1985",5,35%,3.27,60%,2,50%,100%,0
0,Rob Emerson,"5' 9""",155 lbs.,"70""",Orthodox,"Jul 30, 1981",2.5,30%,2.83,64%,2.02,52%,65%,0.4
0,Dan Evensen,"6' 3""",250 lbs.,--,Orthodox,"Jun 01, 1974",0.27,10%,3.86,38%,0,0%,0%,4
0,Eric Esch,"5' 11""",350 lbs.,--,Orthodox,"Aug 03, 1968",3.07,71%,1.74,43%,0,0%,0%,2
0,Julian Erosa,"6' 1""",145 lbs.,"75""",Southpaw,"Jul 31, 1989",4.9,52%,4.86,46%,1.68,60%,75%,1.1
0,Eddy Ellis,"5' 9""",170 lbs.,--,Orthodox,--,3.4,69%,1.53,68%,4,66%,50%,2
0,Rashad Evans,"6' 0""",205 lbs.,"75""",Orthodox,"Sep 25, 1979",2.14,37%,2.42,63%,2.98,44%,73%,0
0,Konstantin Erokhin,"5' 11""",230 lbs.,"73""",Orthodox,"Jan 31, 1983",1.07,36%,1.83,47%,0,0%,70%,0
0,Bobby Escalante,--,130 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Oliver Enkamp,"6' 0""",170 lbs.,"77""",Switch,"Aug 10, 1991",2.38,36%,3.55,37%,0.87,16%,0%,0
0,John Elam,--,--,--,,--,0,0%,0,0%,0,0%,0%,0
0,Jordan Espinosa,"5' 6""",125 lbs.,"71""",Orthodox,"Nov 08, 1989",5.06,63%,3.61,54%,0,0%,100%,10.8
0,Kevin Engel,"6' 2""",170 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Jamall Emmers,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989",8.27,68%,8.76,44%,0,0%,100%,0
0,Cody East,"6' 3""",245 lbs.,"74""",Orthodox,"Jun 29, 1988",4.15,43%,7.32,40%,3.97,100%,16%,0
0,Brian Ebersole,"6' 0""",170 lbs.,"73""",Southpaw,"Nov 27, 1980",2.32,49%,2.14,56%,1.7,23%,61%,0.1
0,Saul Elizondo,"5' 7""",135 lbs.,--,,"Jul 17, 1985",2.07,30%,4.93,48%,2,100%,66%,1
0,Mike Easton,"5' 6""",135 lbs.,"70""",Southpaw,"Jan 25, 1984",3.51,37%,4.28,61%,0.75,22%,66%,0
0,Jon Olav Einemo,"6' 6""",253 lbs.,--,Orthodox,"Dec 10, 1975",2.15,52%,3.05,52%,1.73,55%,43%,0
0,Per Eklund,"5' 10""",155 lbs.,"72""",Orthodox,--,2.07,61%,2.38,67%,2.07,11%,50%,3.6
0,Pro Escobedo,--,205 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
0,Justin Eilers,"6' 1""",235 lbs.,--,Orthodox,"Jun 28, 1978",1.78,30%,6.56,47%,0,0%,0%,0
0,Ramazan Emeev,"5' 10""",185 lbs.,"76""",Southpaw,"May 23, 1987",2.57,49%,1.37,73%,2,26%,80%,0
0,Abdul-Kerim Edilov,"6' 2""",205 lbs.,"78""",Orthodox,"Nov 25, 1991",10.22,61%,0.13,92%,3.98,100%,0%,2
0,Andy Enz,"6' 3""",185 lbs.,"78""",Orthodox,"Aug 15, 1991",3.51,23%,5.32,57%,0,0%,58%,0
0,Jake Ellenberger,"5' 9""",170 lbs.,"71""",Orthodox,"Mar 28, 1985",2.43,38%,2.76,61%,2.07,47%,86%,0.4
0,Ashlee Evans-Smith,"5' 8""",125 lbs.,"67""",Orthodox,"Jul 09, 1987",4.97,37%,3.7,61%,1.14,27%,66%,0
0,Fedor Emelianenko,"6' 0""",230 lbs.,"74""",Orthodox,"Sep 28, 1976",3.18,51%,1,63%,2,63%,82%,1.9
0,John Paul Elias,"6' 4""",205 lbs.,--,,--,0,0%,0,0%,0,0%,0%,0
